0	517	69	0	0	0	0
1	515	69	0	0	0	0
2	515	69	0	0	0	0
3	515	69	0	0	0	0
4	498	69	0	0	0	0
5	516	69	0	0	0	0
6	515	69	0	0	0	0
7	517	70	0	0	0	0
8	515	70	0	0	0	0
9	513	70	0	0	0	0
10	514	70	0	0	0	0
11	513	70	0	0	0	0
12	515	70	0	0	0	0
13	512	70	0	0	0	0
14	515	70	0	0	0	0
15	515	70	0	0	0	0
0	518	70	0	0	0	0
1	514	70	0	0	0	0
2	513	70	0	0	0	0
3	513	70	0	0	0	0
4	514	70	0	0	0	0
5	510	70	0	0	0	0
6	517	70	0	0	0	0
7	516	70	0	0	0	0
8	514	70	0	0	0	0
9	516	71	0	0	0	0
10	510	70	0	0	0	0
11	512	71	0	0	0	0
12	516	71	0	0	0	0
13	513	71	0	0	0	0
14	513	71	0	0	0	0
15	511	71	0	0	0	0
0	518	71	0	0	0	0
1	517	71	0	0	0	0
2	514	71	0	0	0	0
3	518	71	0	0	0	0
4	520	71	0	0	0	0
5	516	71	0	0	0	0
6	513	71	0	0	0	0
7	518	71	0	0	0	0
8	512	71	0	0	0	0
9	516	71	0	0	0	0
10	515	71	0	0	0	0
11	513	71	0	0	0	0
12	518	71	0	0	0	0
13	517	71	0	0	0	0
14	515	71	0	0	0	0
15	518	71	0	0	0	0
0	514	71	0	0	0	0
1	515	71	0	0	0	0
2	518	71	0	0	0	0
3	516	71	0	0	0	0
4	515	71	0	0	0	0
5	516	71	0	0	0	0
6	512	71	0	0	0	0
7	516	71	0	0	0	0
8	516	71	0	0	0	0
9	518	71	0	0	0	0
10	514	73	0	0	0	0
11	515	71	0	0	0	0
12	515	72	0	0	0	0
13	519	72	0	0	0	0
14	517	72	0	0	0	0
15	514	72	0	0	0	0
0	516	72	0	0	0	0
1	516	72	0	0	0	0
2	516	72	0	0	0	0
3	515	72	0	0	0	0
4	514	72	0	0	0	0
5	518	72	0	0	0	0
6	518	72	0	0	0	0
7	516	72	0	0	0	0
8	518	73	0	0	0	0
9	519	73	0	0	0	0
10	517	73	0	0	0	0
11	517	73	0	0	0	0
12	517	73	0	0	0	0
13	518	73	0	0	0	0
14	517	73	0	0	0	0
15	518	73	0	0	0	0
0	516	73	0	0	0	0
1	516	73	0	0	0	0
2	516	73	0	0	0	0
3	518	73	0	0	0	0
4	516	73	0	0	0	0
5	515	74	0	0	0	0
6	515	74	0	0	0	0
7	515	74	0	0	0	0
8	519	74	0	0	0	0
9	515	74	0	0	0	0
10	514	74	0	0	0	0
11	518	74	0	0	0	0
12	513	74	0	0	0	0
13	515	74	0	0	0	0
14	519	75	0	0	0	0
15	520	75	0	0	0	0
0	515	75	0	0	0	0
1	517	75	0	0	0	0
2	514	75	0	0	0	0
3	517	75	0	0	0	0
4	517	76	0	0	0	0
5	516	76	0	0	0	0
6	516	76	0	0	0	0
7	516	76	0	0	0	0
8	517	76	0	0	0	0
9	520	76	0	0	0	0
10	517	76	0	0	0	0
11	515	76	0	0	0	0
12	515	77	0	0	0	0
13	515	77	0	0	0	0
14	518	77	0	0	0	0
15	515	77	0	0	0	0
0	516	77	0	0	0	0
1	518	77	0	0	0	0
2	516	77	0	0	0	0
3	515	77	0	0	0	0
4	516	77	0	0	0	0
5	516	77	0	0	0	0
6	518	77	0	0	0	0
7	516	77	0	0	0	0
8	515	77	0	0	0	0
9	516	78	0	0	0	0
10	518	78	0	0	0	0
11	513	78	0	0	0	0
12	515	78	0	0	0	0
13	518	78	0	0	0	0
14	517	78	0	0	0	0
15	516	78	0	0	0	0
0	519	78	0	0	0	0
1	515	78	0	0	0	0
2	517	78	0	0	0	0
3	518	78	0	0	0	0
4	518	79	0	0	0	0
5	517	79	0	0	0	0
6	519	79	0	0	0	0
7	513	79	0	0	0	0
8	515	79	0	0	0	0
9	517	79	0	0	0	0
10	519	79	0	0	0	0
11	518	79	0	0	0	0
12	518	79	0	0	0	0
13	516	79	0	0	0	0
14	519	79	0	0	0	0
15	519	79	0	0	0	0
0	518	79	0	0	0	0
1	519	79	0	0	0	0
2	519	79	0	0	0	0
3	515	79	0	0	0	0
4	519	79	0	0	0	0
5	521	79	0	0	0	0
6	520	79	0	0	0	0
7	519	80	0	0	0	0
8	519	79	0	0	0	0
9	522	80	0	0	0	0
10	516	79	0	0	0	0
11	521	80	0	0	0	0
12	516	80	0	0	0	0
13	515	80	0	0	0	0
14	517	80	0	0	0	0
15	515	80	0	0	0	0
